"id";"developer";"name";"platform";"publisher";"release_date";"score"
2267;"";"Zombie Apocalypse: Never Die Alone - Pure Pwnage Pack";"ps3";"";"2011-11-29";"tbd"
2268;"Doublesix";"Who Wants to be a Millionaire? Special Editions";"ps3";"Deep Silver";"2011-11-23";"61"
2269;"Lexis Numerique";"Learning With the PooYoos: Episode 2";"ps3";"Lexis Numerique";"2011-11-23";""
2270;"Yuke's";"WWE '12";"ps3";"THQ";"2011-11-22";"72"
2271;"SNK Playmore";"The King of Fighters XIII";"ps3";"Atlus";"2011-11-22";"77"
2272;"Namco Bandai Games";"Tekken Hybrid";"ps3";"Namco Bandai Games America";"2011-11-22";"65"
2273;"";"Batman: Arkham City - Robin Bundle Pack";"ps3";"";"2011-11-22";"tbd"
2274;"Techland";"Dead Island: Bloodbath Arena";"ps3";"Deep Silver";"2011-11-22";""
2275;"Ludia Inc.";"Who Wants To Be A Millionaire?";"ps3";"Ludia Inc.";"2011-11-22";""
2276;"";"Disgaea 4: A Promise Unforgotten - Adell";"ps3";"";"2011-11-22";"tbd"
2277;"";"Disgaea 4: A Promise Unforgotten - Holt Village Map";"ps3";"";"2011-11-22";"tbd"
2278;"";"Disgaea 4: A Promise Unforgotten - Laharl Kaiser V";"ps3";"";"2011-11-22";"tbd"
2279;"";"Disgaea 4: A Promise Unforgotten - Rozalin";"ps3";"";"2011-11-22";"tbd"
2280;"Teyon";"Heavy Fire: Afghanistan";"ps3";"Mastiff";"2011-11-18";"39"
2281;"Volition Inc.";"Saints Row: The Third";"ps3";"THQ";"2011-11-15";"82"
2282;"PopCap";"Plants vs. Zombies";"ps3";"PopCap";"2011-11-15";"85"
2283;"MonkeyPaw Games";"BurgerTime World Tour";"ps3";"MonkeyPaw Games";"2011-11-15";"50"
2284;"Ubisoft Montreal";"Assassin's Creed: Revelations";"ps3";"Ubisoft";"2011-11-15";"80"
2285;"Black Box";"Need for Speed: The Run";"ps3";"Electronic Arts";"2011-11-15";"64"
2286;"Games Farm";"Air Conflicts: Secret Wars";"ps3";"Kalypso";"2011-11-15";"51"
2287;"UBlart Montpellier";"Rayman Origins";"ps3";"Ubisoft";"2011-11-15";"87"
2288;"THQ";"uDraw Studio: Instant Artist";"ps3";"THQ";"2011-11-15";"63"
2289;"Page 44 Studios";"Pictionary: Ultimate Edition";"ps3";"THQ";"2011-11-15";"62"
2290;"SCEE London Studio";"EyePet";"ps3";"SCEA";"2009-10-23";"70"
2291;"Zindagi Games";"Medieval Moves: Deadmund's Quest";"ps3";"SCEA";"2011-11-15";"61"
2292;"Magic Pixel Games";"Carnival Island";"ps3";"SCEA";"2011-11-15";"66"
2293;"Telltale Games";"Jurassic Park: The Game";"ps3";"Telltale Games";"2011-11-15";"53"
2294;"PopCap";"Bejeweled 3";"ps3";"PopCap";"2011-11-15";"76"
2295;"Capcom";"Ultimate Marvel vs. Capcom 3";"ps3";"Capcom";"2011-11-15";"80"
2296;"";"Pictionary 2";"ps3";"THQ";"2011-11-15";""
2297;"THQ";"Marvel Super Hero Squad: Comic Combat";"ps3";"THQ";"2011-11-15";""
2298;"Crave";"Get Up and Dance";"ps3";"Crave";"2011-11-15";""
2299;"Trickstar Games";"JASF: Jane's Advanced Strike Fighters";"ps3";"Maximum Family Games";"2011-11-15";"41"
2300;"Omega Force";"Dynasty Warriors 7: Xtreme Legends";"ps3";"Koei Tecmo Games";"2011-11-15";"64"
2301;"Activision";"DreamWorks Super Star Kartz";"ps3";"Activision";"2011-11-15";""
2302;"Team Bondi";"L.A. Noire: The Complete Edition";"ps3";"Rockstar Games";"2011-11-15";""
2303;"Media Molecule";"LittleBigPlanet 2: Special Edition";"ps3";"SCEA";"2011-11-15";""
2304;"";"Dead Rising 2: Off the Record - Cosplay Warrior Skill Pack";"ps3";"";"2011-11-15";"tbd"
2305;"Ludia Inc.";"Hollywood Squares";"ps3";"Ludia Inc.";"2011-11-15";""
2306;"Bethesda Game Studios";"The Elder Scrolls V: Skyrim";"ps3";"Bethesda Softworks";"2011-11-11";"92"
2307;"";"LEGO Harry Potter: Years 5-7";"ps3";"Warner Bros. Interactive Entertainment";"2011-11-11";"76"
2308;"49Games";"Winter Stars";"ps3";"Deep Silver";"2011-11-09";"53"
2309;"Infinity Ward, Sledgehammer Games";"Call of Duty: Modern Warfare 3";"ps3";"Activision";"2011-11-08";"88"
2310;"KMM Games";"Happy Feet Two: The Videogame";"ps3";"Warner Bros. Interactive Entertainment";"2011-11-08";""
2311;"Genki, Bluepoint Games";"Metal Gear Solid HD Collection";"ps3";"Konami";"2011-11-08";"89"
2312;"";"Champion Jockey: G1 Jockey & Gallop Racer";"ps3";"Tecmo Koei America Corp., Tecmo Koei Games";"2011-11-08";"48"
2313;"";"Dead Rising 2: Off the Record - Fire Fighter Skill Pack";"ps3";"";"2011-11-08";"tbd"
2314;"";"Dead Rising 2: Off the Record - Gamebreaker Pack";"ps3";"";"2011-11-08";"tbd"
2315;"";"Red Faction: Armageddon - Ruin Pack";"ps3";"";"2011-11-08";"tbd"
2316;"Snowblind Studios";"The Lord of the Rings: War in the North";"ps3";"Warner Bros. Interactive Entertainment";"2011-11-01";"63"
2317;"Isopod Labs";"Jimmie Johnson's Anything With an Engine";"ps3";"Konami";"2011-11-01";"67"
2318;"Naughty Dog";"Uncharted 3: Drake's Deception";"ps3";"SCEA";"2011-11-01";"92"
2319;"Dark Energy Digital";"Hydrophobia Prophecy";"ps3";"Dark Energy Digital";"2011-11-01";"70"
2320;"Electronic Arts";"Family Game Night 4: The Game Show";"ps3";"Electronic Arts";"2011-11-01";""
2321;"Sega";"Sonic Generations";"ps3";"Sega";"2011-11-01";"76"
2322;"Virtuos";"Generator Rex: Agent of Providence";"ps3";"Activision";"2011-11-01";""
2323;"Ubisoft Vancouver";"MotionSports Adrenaline";"ps3";"Ubisoft";"2011-11-01";""
2324;"";"Max & the Magic Marker: Gold Edition";"ps3";"PAN Vision AB";"2011-11-01";"69"
2325;"Activision";"Cabela's Survival Adventures";"ps3";"Activision";"2011-11-01";""
2326;"Eurocom Entertainment Software";"GoldenEye 007: Reloaded";"ps3";"Activision";"2011-11-01";"72"
2327;"Activision";"Cabela's Survival: Shadows of Katmai";"ps3";"Activision";"2011-11-01";""
2328;"Ubisoft";"NCIS";"ps3";"Ubisoft";"2011-11-01";"50"
2329;"Firebrand Games";"NASCAR Unleashed";"ps3";"Activision";"2011-11-01";""
2330;"Activision";"Cabela's Adventure Camp";"ps3";"Activision";"2011-11-01";""
2331;"";"Batman: Arkham City - Nightwing Bundle Pack";"ps3";"";"2011-11-01";"tbd"
2332;"Creat Studios";"Pinballistik";"ps3";"Creat Studios";"2011-11-01";""
2333;"";"Dead Rising 2: Off the Record - BBQ Chef Skills Pack";"ps3";"";"2011-11-01";"tbd"
2334;"Creat Studios";"Pinballistik: Made of Money";"ps3";"Creat Studios";"2011-11-01";""
2335;"Creat Studios";"Pinballistik: Sector X";"ps3";"Creat Studios";"2011-11-01";""
2336;"";"SOCOM 4: U.S. Navy SEALs - Evac Co-Op Pack";"ps3";"";"2011-11-01";"tbd"
2337;"Team 17";"Worms Crazy Golf: Carnival Course";"ps3";"Team 17";"2011-11-01";""
2338;"THQ";"DreamWorks Puss in Boots";"ps3";"THQ";"2011-10-25";"70"
2339;"Kylotonn";"The Cursed Crusade";"ps3";"Atlus";"2011-10-25";"45"
2340;"EA DICE";"Battlefield 3";"ps3";"Electronic Arts";"2011-10-25";"85"
2341;"Spike";"Dragon Ball Z: Ultimate Tenkaichi";"ps3";"Namco Bandai Games";"2011-10-25";"58"
2342;"Eurocom Entertainment Software";"Disney Universe";"ps3";"Disney Interactive Studios";"2011-10-25";"70"
2343;"Q-Games";"PixelJunk SideScroller";"ps3";"SCEA";"2011-10-25";"76"
2344;"Team 17";"Worms Crazy Golf";"ps3";"Team 17";"2011-10-25";"61"
2345;"";"The House of the Dead: Overkill - Extended Cut";"ps3";"Sega";"2011-10-25";"75"
2346;"Ubisoft";"Just Dance Kids 2";"ps3";"Ubisoft";"2011-10-25";""
2347;"Sucker Punch";"inFamous: Festival of Blood";"ps3";"SCEA";"2011-10-25";"78"
2348;"Konami";"Zombie Apocalypse: Never Die Alone";"ps3";"Konami";"2011-10-25";"67"
2349;"505 Games";"Grease Dance";"ps3";"505 Games";"2011-10-25";""
2350;"Telltale Games";"Back to the Future: The Game";"ps3";"Telltale Games";"2011-10-25";"66"
2351;"Sega AM2";"Daytona USA";"ps3";"Sega";"2011-10-25";"71"
2352;"Obsidian Entertainment";"Dungeon Siege III: Treasures of the Sun";"ps3";"Square Enix";"2011-10-25";""
2353;"";"Warhammer 40,000: Space Marine - Exterminatus";"ps3";"";"2011-10-25";"tbd"
2354;"";"Dead Rising 2: Off the Record - Cyborg Skills Pack";"ps3";"";"2011-10-25";"tbd"
2355;"Polyphony Digital";"Gran Turismo 5: Course Pack";"ps3";"SCEA";"2011-10-25";""
2356;"Polyphony Digital";"Gran Turismo 5: Racing Car Pack";"ps3";"SCEA";"2011-10-25";""
2357;"Rocksteady Studios";"Batman: Arkham City";"ps3";"Warner Bros. Interactive Entertainment";"2011-10-18";"96"
2358;"";"Ratchet & Clank: All 4 One";"ps3";"SCEA";"2011-10-18";"70"
2359;"Trendy Entertainment";"Dungeon Defenders";"ps3";"Trendy Entertainment";"2011-10-18";"80"
2360;"HandCircus";"Okabu";"ps3";"SCEA";"2011-10-18";"59"
2361;"Ubisoft";"Rocksmith";"ps3";"Ubisoft";"2011-10-18";"80"
2362;"Monkey Bar Games";"Ben 10: Galactic Racing";"ps3";"D3Publisher";"2011-10-18";""
2363;"The Sims Studio";"The Sims 3: Pets";"ps3";"Electronic Arts";"2011-10-18";"70"
2364;"Overkill Software";"Payday: The Heist";"ps3";"Sony Online Entertainment";"2011-10-18";"70"
2365;"SCEE";"Everybody Dance";"ps3";"SCEA";"2011-10-18";"66"
2366;"Eidos Montreal";"Deus Ex: Human Revolution - The Missing Link";"ps3";"Square Enix";"2011-10-18";"78"
2367;"Cold Beam Games";"Beat Hazard Ultra";"ps3";"Cold Beam Games";"2011-10-18";"63"
2368;"Yuke's";"Real Steel";"ps3";"Yuke's";"2011-10-18";"41"
2369;"Ratloop Asia Pte Ltd";"Rocketbirds: Hardboiled Chicken";"ps3";"Ratloop Asia Pte Ltd";"2011-10-18";"74"
2370;"";"Sam & Max: Beyond Time and Space";"ps3";"";"2011-10-18";"tbd"
2371;"Namco Bandai Games";"Ridge Racer 7: 3D License Version";"ps3";"Namco Bandai Games";"2011-10-18";""
2372;"";"Batman: Arkham City - Catwoman Bundle Pack";"ps3";"";"2011-10-18";"tbd"
2373;"";"SOCOM 4: U.S. Navy SEALs - Demolition Pack";"ps3";"";"2011-10-18";"tbd"
2374;"Toys for Bob";"Skylanders: Spyro's Adventure";"ps3";"Activision";"2011-10-16";"77"
2375;"MileStone Inc.";"WRC 2: FIA World Rally Championship 2011";"ps3";"Ubisoft";"2011-10-14";"64"
2376;"Project Aces";"Ace Combat: Assault Horizon";"ps3";"Namco Bandai Games";"2011-10-11";"77"
2377;"Playbrains, Fuel Industries";"Sideway: New York";"ps3";"Sony Online Entertainment";"2011-10-11";"73"
2378;"Capcom Vancouver";"Dead Rising 2: Off the Record";"ps3";"Capcom";"2011-10-11";"72"
2379;"Endemol";"Wipeout 2";"ps3";"Activision Blizzard";"2011-10-11";""
2380;"Insomniac Games";"Resistance 3: Survival Pack";"ps3";"SCEA";"2011-10-11";""
2381;"BioWare";"Dragon Age II: Mark of the Assassin";"ps3";"Electronic Arts";"2011-10-11";"82"
2382;"Gearbox Software";"Duke Nukem Forever: Hail to the Icons Parody Pack";"ps3";"2K Games";"2011-10-11";""
2383;"";"Dynasty Warriors 7 - Stage Pack 4";"ps3";"";"2011-10-11";"tbd"
2384;"";"Dynasty Warriors 7 - New Stage and BGM Pack 3";"ps3";"";"2011-10-11";"tbd"
2385;"Rockstar San Diego";"Red Dead Redemption: Game of the Year Edition";"ps3";"Rockstar Games";"2011-10-10";""
2386;"Neverland";"Rune Factory: Tides of Destiny";"ps3";"Natsume";"2011-10-07";"55"
2387;"id Software";"Rage";"ps3";"Bethesda Softworks";"2011-10-04";"81"
2388;"From Software";"Dark Souls";"ps3";"Namco Bandai Games";"2011-10-04";"89"
2389;"Beenox";"Spider-Man: Edge of Time";"ps3";"Activision";"2011-10-04";"58"
2390;"EA Sports";"NBA Jam: On Fire Edition";"ps3";"Electronic Arts";"2011-10-04";"81"
2391;"Visual Concepts";"NBA 2K12";"ps3";"2K Sports";"2011-10-04";"90"
2392;"Rudolf Kremers, Alex May";"Eufloria";"ps3";"Omni Systems";"2011-10-04";"73"
2393;"Crytek";"Crysis";"ps3";"EA Games";"2011-10-04";"81"
2394;"Valve Software";"Portal 2: Peer Review";"ps3";"Valve Software";"2011-10-04";""
2395;"id Software";"Rage: Wasteland Sewer Missions";"ps3";"Bethesda Softworks";"2011-10-04";""
2396;"Sproing Interactive Media";"Dance! It's Your Stage";"ps3";"dtp Young Entertainment AG";"2011-09-30";""
2397;"Q Entertainment";"Child of Eden";"ps3";"Ubisoft";"2011-09-27";"81"
2398;"";"The ICO & Shadow of the Colossus Collection";"ps3";"SCEA";"2011-09-27";"92"
2399;"Silicon Knights";"X-Men: Destiny";"ps3";"Activision";"2011-09-27";"50"
2400;"Recoil Games";"Rochard";"ps3";"Sony Online Entertainment";"2011-09-27";"79"
2401;"Ubisoft";"Tom Clancy's Splinter Cell Classic Trilogy HD";"ps3";"Ubisoft";"2011-09-27";"67"
2402;"Capcom";"Resident Evil Code: Veronica X HD";"ps3";"Capcom";"2011-09-27";"65"
2403;"Gust";"Atelier Totori: The Adventurer of Arland";"ps3";"NIS America";"2011-09-27";"74"
2404;"Electronic Arts";"FIFA Soccer 12";"ps3";"Electronic Arts";"2011-09-27";"90"
2405;"Konami";"Castlevania: Harmony of Despair";"ps3";"Konami";"2011-09-27";"68"
2406;"Konami";"Pro Evolution Soccer 2012";"ps3";"Konami";"2011-09-27";"80"
2407;"UTV Ignition Games";"Mercury Hg";"ps3";"UTV Ignition Games";"2011-09-27";"74"
2408;"Activision";"Cabela's Big Game Hunter 2012";"ps3";"Activision";"2011-09-27";""
2409;"";"Fallout: New Vegas - Courier's Stash";"ps3";"";"2011-09-27";"tbd"
2410;"";"Fallout: New Vegas - Gun Runner's Arsenal";"ps3";"";"2011-09-27";"tbd"
2411;"Housemarque";"Dead Nation: Road of Devastation";"ps3";"SCEA";"2011-09-27";"75"
2412;"UTV Ignition Games";"Mercury Hg: Heavy Elements";"ps3";"UTV Ignition Games";"2011-09-27";""
2413;"Digital Reality";"SkyDrift: Gladiator Multiplayer Pack";"ps3";"Digital Reality";"2011-09-27";""
2414;"";"Elevator Action Deluxe - Additional Stages 1";"ps3";"";"2011-09-27";"tbd"
2415;"";"Atelier Totori: The Adventurer of Arland - Iksel & Cordelia";"ps3";"";"2011-09-27";"tbd"
2416;"";"Atelier Totori: The Adventurer of Arland - Ceci";"ps3";"";"2011-09-27";"tbd"
2417;"";"Call of Duty: Black Ops - Rezurrection";"ps3";"Activision";"2011-09-22";"tbd"
2418;"Digital Reality";"SkyDrift: Extreme Fighters Extreme Fighters Premium Airplane Pack";"ps3";"Digital Reality";"2011-09-21";""
2419;"Kung Fu Factory";"Supremacy MMA";"ps3";"505 Games";"2011-09-20";"47"
2420;"Laughing Jackal";"Cubixx HD";"ps3";"Laughing Jackal";"2011-09-20";"70"
2421;"Codemasters";"F1 2011";"ps3";"Codemasters";"2011-09-20";"82"
2422;"Capcom";"Resident Evil 4 HD";"ps3";"Capcom";"2011-09-20";"84"
2423;"";"Fallout: New Vegas - Lonesome Road";"ps3";"";"2011-09-20";"62"
2424;"Criterion Games";"Burnout Crash!";"ps3";"Electronic Arts";"2011-09-20";"69"
2425;"Backbone Entertainment";"Altered Beast";"ps3";"Sega";"2011-09-20";""
2426;"";"Magic: The Gathering - Duels of the Planeswalkers 2012 - Expansion";"ps3";"";"2011-09-14";"tbd"
2427;"System 3";"Ferrari: The Race Experience";"ps3";"System 3";"2011-09-13";"59"
2428;"Ubisoft Montpellier";"From Dust";"ps3";"Ubisoft";"2011-09-13";"81"
2429;"Avalanche Studios";"Renegade Ops";"ps3";"Sega";"2011-09-13";"80"
2430;"Level 5";"White Knight Chronicles II";"ps3";"D3Publisher";"2011-09-13";"60"
2431;"Electronic Arts";"NHL 12";"ps3";"Electronic Arts";"2011-09-13";"86"
2432;"Ready at Dawn";"God of War Origins Collection";"ps3";"SCEA";"2011-09-13";"84"
2433;"Bandai Namco Games, Spike Chunsoft";"J-Stars Victory Vs+";"ps3";"Bandai Namco Games";"2015-06-30";""
2434;"Namco Bandai Games";"Pac-Man Championship Edition DX";"ps3";"Namco Bandai Games";"2010-11-23";"91"
2435;"Namco";"SoulCalibur IV";"ps3";"Namco Bandai Games";"2008-07-29";"85"
2436;"SCEE London Studio";"EyePet";"ps3";"SCEA";"2009-10-23";"70"
2437;"";"The Penguins of Madagascar: Dr Blowhole Returns - Again!";"ps3";"THQ";"2011-09-13";"tbd"
2438;"";"Red Dead Redemption: Myths & Mavericks Bonus Pack";"ps3";"";"2011-09-13";"tbd"
2439;"Hudson Soft";"Elemental Monster";"ps3";"Hudson";"2011-09-13";""
2440;"";"Might & Magic: Clash of Heroes - I Am the Boss";"ps3";"";"2011-09-13";"tbd"
2441;"";"Dynasty Warriors 7 - Stage Pack 3";"ps3";"";"2011-09-13";"tbd"
2442;"";"Dynasty Warriors: Gundam 3 - Mobile Suit Pack 5";"ps3";"";"2011-09-13";"tbd"
2443;"Ready at Dawn";"God of War: Chains of Olympus HD";"ps3";"SCEA";"2011-09-13";""
2444;"Ready at Dawn";"God of War: Ghost of Sparta HD";"ps3";"SCEA";"2011-09-13";""
2445;"";"Section 8: Prejudice - Frontier Colonies Map Pack";"ps3";"";"2011-09-13";"tbd"
2446;"";"Warhammer 40,000: Space Marine";"ps3";"THQ";"2011-09-06";"70"
2447;"";"The Penguins of Madagascar: Dr. Blowhole Returns - Again!";"ps3";"";"2011-09-06";"tbd"
2448;"Ubisoft Reflections";"Driver: San Francisco";"ps3";"Ubisoft";"2011-09-06";"79"
2449;"Insomniac Games";"Resistance 3";"ps3";"SCEA";"2011-09-06";"83"
2450;"Nippon Ichi Software";"Disgaea 4: A Promise Unforgotten";"ps3";"NIS America";"2011-09-06";"80"
2451;"Techland";"Dead Island";"ps3";"Deep Silver";"2011-09-06";"71"
2452;"WayForward";"BloodRayne: Betrayal";"ps3";"Majesco Games
                                                            
                                                    

                                                            
                                                        Majesco";"2011-09-06";"69"
2453;"HB Studios Multimedia";"Rugby World Cup 2011";"ps3";"505 Games";"2011-09-06";"50"
2454;"Digital Reality";"SkyDrift";"ps3";"Digital Reality";"2011-09-06";"76"
2455;"WBIE";"DC Universe Online: Fight for the Light";"ps3";"Sony Online Entertainment";"2011-09-06";""
2456;"FlukeDude";"The Impossible Game";"ps3";"Grip Games";"2011-09-06";""
2457;"Naughty Dog";"Uncharted Dual Pack";"ps3";"SCEA";"2011-09-06";""
2458;"";"Dynasty Warriors: Gundam 3 - Mobile Suit Pack 4";"ps3";"";"2011-09-06";"tbd"
2459;"";"Disgaea 4: A Promise Unforgotten - Hi-Res Asagi";"ps3";"";"2011-09-06";"tbd"
2460;"Guildford Studio";"Bodycount";"ps3";"Codemasters";"2011-08-30";"50"
2461;"EA Tiburon";"Madden NFL 12";"ps3";"EA Sports";"2011-08-30";"79"
2462;"Other Ocean Interactive, NetherRealm Studios";"Mortal Kombat Arcade Kollection";"ps3";"Warner Bros. Interactive Entertainment";"2011-08-30";"59"
